SampleName,type,subtype,protein
2AA3N_9YD27,Lamassu-Fam,Lamassu-Fam,Lamassu-Fam__LmuB_SMC_hypothetical
1PA2K_X0823,Lamassu-Fam,Lamassu-Fam,Lamassu-Fam__LmuB_SMC_hypothetical
1PB2F_S1B49,Lamassu-Fam,Lamassu-Fam,Lamassu-Fam__LmuB_SMC_hypothetical
1PA1N_PN93,Lamassu-Fam,Lamassu-Fam,Lamassu-Fam__LmuB_SMC_hypothetical
5PA1F_X1140,Lamassu-Fam,Lamassu-Fam,Lamassu-Fam__LmuB_SMC_hypothetical
2PA1F_X0342,Lamassu-Fam,Lamassu-Fam,Lamassu-Fam__LmuB_SMC_hypothetical
1PA1N_PN73,Lamassu-Fam,Lamassu-Fam,Lamassu-Fam__LmuB_SMC_hypothetical
3PA2C_X0782,Lamassu-Fam,Lamassu-Fam,Lamassu-Fam__LmuB_SMC_hypothetical
1PB2N_S1C85,Lamassu-Fam,Lamassu-Fam,Lamassu-Fam__LmuB_SMC_hypothetical
1PA4C_24YD64,Lamassu-Fam,Lamassu-Fam,Lamassu-Fam__LmuB_SMC_hypothetical
2PA3C_Z05_48_16YB_E948,Lamassu-Fam,Lamassu-Fam,Lamassu-Fam__LmuB_SMC_hypothetical
2PB1K_S1C61,Lamassu-Fam,Lamassu-Fam,Lamassu-Fam__LmuB_SMC_hypothetical
2AA3K_23YBC18,Lamassu-Fam,Lamassu-Fam,Lamassu-Fam__LmuB_SMC_hypothetical
4PA2K_X1020,Lamassu-Fam,Lamassu-Fam,Lamassu-Fam__LmuB_SMC_hypothetical
0CC2C_S1B85,Lamassu-Fam,Lamassu-Fam,Lamassu-Fam__LmuB_SMC_hypothetical
5PA1F_X1127,Lamassu-Fam,Lamassu-Fam,Lamassu-Fam__LmuB_SMC_hypothetical
1PB3C_23YAC15,Lamassu-Fam,Lamassu-Fam,Lamassu-Fam__LmuB_SMC_hypothetical
4PA2N_X0963,Lamassu-Fam,Lamassu-Fam,Lamassu-Fam__LmuB_SMC_hypothetical
2PB1N_S1B37,Lamassu-Fam,Lamassu-Fam,Lamassu-Fam__LmuB_SMC_hypothetical
4PA2N_X0940,Lamassu-Fam,Lamassu-Fam,Lamassu-Fam__LmuB_SMC_hypothetical
1PB2F_S1B52,Lamassu-Fam,Lamassu-Fam,Lamassu-Fam__LmuB_SMC_hypothetical
1PA1N_PN71,Lamassu-Fam,Lamassu-Fam,Lamassu-Fam__LmuB_SMC_hypothetical
2PA3C_Z05_45_16YB_E545,Lamassu-Fam,Lamassu-Fam,Lamassu-Fam__LmuB_SMC_hypothetical
5PA1F_X1128,Lamassu-Fam,Lamassu-Fam,Lamassu-Fam__LmuB_SMC_hypothetical
1PA1N_PN74,Lamassu-Fam,Lamassu-Fam,Lamassu-Fam__LmuB_SMC_hypothetical
2PB1K_S1C50,Lamassu-Fam,Lamassu-Fam,Lamassu-Fam__LmuB_SMC_hypothetical
4PA2F_X1110,Lamassu-Fam,Lamassu-Fam,Lamassu-Fam__LmuB_SMC_hypothetical
3PA2C_X0789,Lamassu-Fam,Lamassu-Fam,Lamassu-Fam__LmuB_SMC_hypothetical
2AA1N_X0225,Lamassu-Fam,Lamassu-Fam,Lamassu-Fam__LmuB_SMC_hypothetical
3PA2C_X0790,Lamassu-Fam,Lamassu-Fam,Lamassu-Fam__LmuB_SMC_hypothetical
6PA1N_PN18,Lamassu-Fam,Lamassu-Fam,Lamassu-Fam__LmuB_SMC_hypothetical
6PA1N_PN24,Lamassu-Fam,Lamassu-Fam,Lamassu-Fam__LmuB_SMC_hypothetical
4PA2C_X1108,Lamassu-Fam,Lamassu-Fam,Lamassu-Fam__LmuB_SMC_hypothetical
4PA2K_X1024,Lamassu-Fam,Lamassu-Fam,Lamassu-Fam__LmuB_SMC_hypothetical
4PA2F_X1057,Lamassu-Fam,Lamassu-Fam,Lamassu-Fam__LmuB_SMC_hypothetical
1PB3F_23YAC6,Lamassu-Fam,Lamassu-Fam,Lamassu-Fam__LmuB_SMC_hypothetical
2AA1N_X0230,Lamassu-Fam,Lamassu-Fam,Lamassu-Fam__LmuB_SMC_hypothetical
2PA1C_X0660,Lamassu-Fam,Lamassu-Fam,Lamassu-Fam__LmuB_SMC_hypothetical
1PA1N_PN87,Lamassu-Fam,Lamassu-Fam,Lamassu-Fam__LmuB_SMC_hypothetical
1PB2F_S1B65,Lamassu-Fam,Lamassu-Fam,Lamassu-Fam__LmuB_SMC_hypothetical
3PA2F_X0856,Lamassu-Fam,Lamassu-Fam,Lamassu-Fam__LmuB_SMC_hypothetical
6PA1N_PN29,Lamassu-Fam,Lamassu-Fam,Lamassu-Fam__LmuB_SMC_hypothetical
2PA1C_X0642,Lamassu-Fam,Lamassu-Fam,Lamassu-Fam__LmuB_SMC_hypothetical
3PA2C_X0786,Lamassu-Fam,Lamassu-Fam,Lamassu-Fam__LmuB_SMC_hypothetical
3PA2C_X0779,Lamassu-Fam,Lamassu-Fam,Lamassu-Fam__LmuB_SMC_hypothetical
2PB1N_S1B46,Lamassu-Fam,Lamassu-Fam,Lamassu-Fam__LmuB_SMC_hypothetical
1PA1K_X0278,Lamassu-Fam,Lamassu-Fam,Lamassu-Fam__LmuB_SMC_hypothetical
3PA2N_X0977,Lamassu-Fam,Lamassu-Fam,Lamassu-Fam__LmuB_SMC_hypothetical
8PA3N_25YE45,Lamassu-Fam,Lamassu-Fam,Lamassu-Fam__LmuB_SMC_hypothetical
1PA1N_PN72,Lamassu-Fam,Lamassu-Fam,Lamassu-Fam__LmuB_SMC_hypothetical
4PA2F_X1066,Lamassu-Fam,Lamassu-Fam,Lamassu-Fam__LmuB_SMC_hypothetical
4PA2K_X1017,Lamassu-Fam,Lamassu-Fam,Lamassu-Fam__LmuB_SMC_hypothetical
2PA1N_PN63,Lamassu-Fam,Lamassu-Fam,Lamassu-Fam__LmuB_SMC_hypothetical
1PB3N_23YAC8,Lamassu-Fam,Lamassu-Fam,Lamassu-Fam__LmuB_SMC_hypothetical
1PA4C_24YD63,Lamassu-Fam,Lamassu-Fam,Lamassu-Fam__LmuB_SMC_hypothetical
5PB3N_24YB35,Lamassu-Fam,Lamassu-Fam,Lamassu-Fam__LmuB_SMC_hypothetical
1PA1K_X0288,Lamassu-Fam,Lamassu-Fam,Lamassu-Fam__LmuB_SMC_hypothetical
7PA3N_X1738,Lamassu-Fam,Lamassu-Fam,Lamassu-Fam__LmuB_SMC_hypothetical
5PB3K_24YB61,Lamassu-Fam,Lamassu-Fam,Lamassu-Fam__LmuB_SMC_hypothetical
6PA1N_PN21,Lamassu-Fam,Lamassu-Fam,Lamassu-Fam__LmuB_SMC_hypothetical
0CC2K_S1A67,Lamassu-Fam,Lamassu-Fam,Lamassu-Fam__LmuB_SMC_hypothetical
3PA2N_X0995,Lamassu-Fam,Lamassu-Fam,Lamassu-Fam__LmuB_SMC_hypothetical
5PA1F_X1148,Lamassu-Fam,Lamassu-Fam,Lamassu-Fam__LmuB_SMC_hypothetical
1PA2F_X0727,Lamassu-Fam,Lamassu-Fam,Lamassu-Fam__LmuB_SMC_hypothetical
4PA2K_X1021,Lamassu-Fam,Lamassu-Fam,Lamassu-Fam__LmuB_SMC_hypothetical
2PA3F_Z05_13_16YB_C113,Lamassu-Fam,Lamassu-Fam,Lamassu-Fam__LmuB_SMC_hypothetical
5PA1N_X1164,Lamassu-Fam,Lamassu-Fam,Lamassu-Fam__LmuB_SMC_hypothetical
4PA2C_X1119,Lamassu-Fam,Lamassu-Fam,Lamassu-Fam__LmuB_SMC_hypothetical
2PA3C_Z05_54_16YB_G1054,Lamassu-Fam,Lamassu-Fam,Lamassu-Fam__LmuB_SMC_hypothetical
5PB3F_24YB13,Lamassu-Fam,Lamassu-Fam,Lamassu-Fam__LmuB_SMC_hypothetical
2PB1F_S1A18,Lamassu-Fam,Lamassu-Fam,Lamassu-Fam__LmuB_SMC_hypothetical
6PA1N_PN08,Lamassu-Fam,Lamassu-Fam,Lamassu-Fam__LmuB_SMC_hypothetical
0CC2F_S1C10,Lamassu-Fam,Lamassu-Fam,Lamassu-Fam__LmuB_SMC_hypothetical
1PA1N_PN79,Lamassu-Fam,Lamassu-Fam,Lamassu-Fam__LmuB_SMC_hypothetical
3AA2F_X0713,Lamassu-Fam,Lamassu-Fam,Lamassu-Fam__LmuB_SMC_hypothetical
1PB2F_S1B60,Lamassu-Fam,Lamassu-Fam,Lamassu-Fam__LmuB_SMC_hypothetical
1PA2K_X0815,Lamassu-Fam,Lamassu-Fam,Lamassu-Fam__LmuB_SMC_hypothetical
6PA1N_PN23,Lamassu-Fam,Lamassu-Fam,Lamassu-Fam__LmuB_SMC_hypothetical
5PB3K_24YB50,Lamassu-Fam,Lamassu-Fam,Lamassu-Fam__LmuB_SMC_hypothetical
1PB2F_S1B54,Lamassu-Fam,Lamassu-Fam,Lamassu-Fam__LmuB_SMC_hypothetical
2AA3C_23YAC92,Lamassu-Fam,Lamassu-Fam,Lamassu-Fam__LmuB_SMC_hypothetical
6PA1N_PN13,Lamassu-Fam,Lamassu-Fam,Lamassu-Fam__LmuB_SMC_hypothetical
2AB1K_X0310,Lamassu-Fam,Lamassu-Fam,Lamassu-Fam__LmuB_SMC_hypothetical
4PA2K_X1003,Lamassu-Fam,Lamassu-Fam,Lamassu-Fam__LmuB_SMC_hypothetical
3PA2N_X0989,Lamassu-Fam,Lamassu-Fam,Lamassu-Fam__LmuB_SMC_hypothetical
4PA2N_X0947,Lamassu-Fam,Lamassu-Fam,Lamassu-Fam__LmuB_SMC_hypothetical
3PA2N_X0994,Lamassu-Fam,Lamassu-Fam,Lamassu-Fam__LmuB_SMC_hypothetical
1PA1F_X0378,Lamassu-Fam,Lamassu-Fam,Lamassu-Fam__LmuB_SMC_hypothetical
1PA1N_PN70,Lamassu-Fam,Lamassu-Fam,Lamassu-Fam__LmuB_SMC_hypothetical
2PB1C_S1D01,Lamassu-Fam,Lamassu-Fam,Lamassu-Fam__LmuB_SMC_hypothetical
0CC1K_S1B11,Lamassu-Fam,Lamassu-Fam,Lamassu-Fam__LmuB_SMC_hypothetical
2AA1N_X0232,Lamassu-Fam,Lamassu-Fam,Lamassu-Fam__LmuB_SMC_hypothetical
1PA2K_X0819,Lamassu-Fam,Lamassu-Fam,Lamassu-Fam__LmuB_SMC_hypothetical
1PB2N_S1C76,Lamassu-Fam,Lamassu-Fam,Lamassu-Fam__LmuB_SMC_hypothetical
3PA2N_X0993,Lamassu-Fam,Lamassu-Fam,Lamassu-Fam__LmuB_SMC_hypothetical
5PA1N_X1155,Lamassu-Fam,Lamassu-Fam,Lamassu-Fam__LmuB_SMC_hypothetical
3PA2N_X0985,Lamassu-Fam,Lamassu-Fam,Lamassu-Fam__LmuB_SMC_hypothetical
3PA2C_X0787,Lamassu-Fam,Lamassu-Fam,Lamassu-Fam__LmuB_SMC_hypothetical
2AA1N_X0523,Lamassu-Fam,Lamassu-Fam,Lamassu-Fam__LmuB_SMC_hypothetical
5PA1F_X1134,Lamassu-Fam,Lamassu-Fam,Lamassu-Fam__LmuB_SMC_hypothetical
2PA3C_Z05_47_16YB_E847,Lamassu-Fam,Lamassu-Fam,Lamassu-Fam__LmuB_SMC_hypothetical
5PA1K_X1244,Lamassu-Fam,Lamassu-Fam,Lamassu-Fam__LmuB_SMC_hypothetical
4PA2K_X1023,Lamassu-Fam,Lamassu-Fam,Lamassu-Fam__LmuB_SMC_hypothetical
1PB3F_23YAC2,Lamassu-Fam,Lamassu-Fam,Lamassu-Fam__LmuB_SMC_hypothetical
1PB3C_23YAC19,Lamassu-Fam,Lamassu-Fam,Lamassu-Fam__LmuB_SMC_hypothetical
1PA1N_PN95,Lamassu-Fam,Lamassu-Fam,Lamassu-Fam__LmuB_SMC_hypothetical
1PA4N_24YD26,Lamassu-Fam,Lamassu-Fam,Lamassu-Fam__LmuB_SMC_hypothetical
4PA2C_X1113,Lamassu-Fam,Lamassu-Fam,Lamassu-Fam__LmuB_SMC_hypothetical
1PA1K_X0272,Lamassu-Fam,Lamassu-Fam,Lamassu-Fam__LmuB_SMC_hypothetical
2AA1N_X0513,Lamassu-Fam,Lamassu-Fam,Lamassu-Fam__LmuB_SMC_hypothetical
1PA4N_24YD41,Lamassu-Fam,Lamassu-Fam,Lamassu-Fam__LmuB_SMC_hypothetical
1PA1K_X0268,Lamassu-Fam,Lamassu-Fam,Lamassu-Fam__LmuB_SMC_hypothetical
1PA1N_PN89,Lamassu-Fam,Lamassu-Fam,Lamassu-Fam__LmuB_SMC_hypothetical
2PA1N_PN37,Lamassu-Fam,Lamassu-Fam,Lamassu-Fam__LmuB_SMC_hypothetical
4PA2F_X1068,Lamassu-Fam,Lamassu-Fam,Lamassu-Fam__LmuB_SMC_hypothetical
2AA1N_X0521,Lamassu-Fam,Lamassu-Fam,Lamassu-Fam__LmuB_SMC_hypothetical
4PA2F_X1062,Lamassu-Fam,Lamassu-Fam,Lamassu-Fam__LmuB_SMC_hypothetical
4PA2C_X1103,Lamassu-Fam,Lamassu-Fam,Lamassu-Fam__LmuB_SMC_hypothetical
4PA2C_X1120,Lamassu-Fam,Lamassu-Fam,Lamassu-Fam__LmuB_SMC_hypothetical
2PB1N_S1B35,Lamassu-Fam,Lamassu-Fam,Lamassu-Fam__LmuB_SMC_hypothetical
0CC2K_S1A68,Lamassu-Fam,Lamassu-Fam,Lamassu-Fam__LmuB_SMC_hypothetical
4PA2F_X1111,Lamassu-Fam,Lamassu-Fam,Lamassu-Fam__LmuB_SMC_hypothetical
2PB1K_S1C64,Lamassu-Fam,Lamassu-Fam,Lamassu-Fam__LmuB_SMC_hypothetical
3PA2F_X0864,Lamassu-Fam,Lamassu-Fam,Lamassu-Fam__LmuB_SMC_hypothetical
2PB1K_S1C67,Lamassu-Fam,Lamassu-Fam,Lamassu-Fam__LmuB_SMC_hypothetical
6PA1C_X0614,Lamassu-Fam,Lamassu-Fam,Lamassu-Fam__LmuB_SMC_hypothetical
4PA2K_X1004,Lamassu-Fam,Lamassu-Fam,Lamassu-Fam__LmuB_SMC_hypothetical
4AA1N_X1638,Lamassu-Fam,Lamassu-Fam,Lamassu-Fam__LmuB_SMC_hypothetical
4PA2K_X1013,Lamassu-Fam,Lamassu-Fam,Lamassu-Fam__LmuB_SMC_hypothetical
2AA1N_X0226,Lamassu-Fam,Lamassu-Fam,Lamassu-Fam__LmuB_SMC_hypothetical
5PB3C_24YB90,Lamassu-Fam,Lamassu-Fam,Lamassu-Fam__LmuB_SMC_hypothetical
6PA1N_PN10,Lamassu-Fam,Lamassu-Fam,Lamassu-Fam__LmuB_SMC_hypothetical
4PA2N_X0964,Lamassu-Fam,Lamassu-Fam,Lamassu-Fam__LmuB_SMC_hypothetical
2PA1K_X0238,Lamassu-Fam,Lamassu-Fam,Lamassu-Fam__LmuB_SMC_hypothetical
0CC2F_S1C19,Lamassu-Fam,Lamassu-Fam,Lamassu-Fam__LmuB_SMC_hypothetical
6PA1N_PN11,Lamassu-Fam,Lamassu-Fam,Lamassu-Fam__LmuB_SMC_hypothetical
1PA1F_X0382,Lamassu-Fam,Lamassu-Fam,Lamassu-Fam__LmuB_SMC_hypothetical
0CC2K_S1A63,Lamassu-Fam,Lamassu-Fam,Lamassu-Fam__LmuB_SMC_hypothetical
4PA2N_X0946,Lamassu-Fam,Lamassu-Fam,Lamassu-Fam__LmuB_SMC_hypothetical
0CC2F_S1C18,Lamassu-Fam,Lamassu-Fam,Lamassu-Fam__LmuB_SMC_hypothetical
4PA2F_X1109,Lamassu-Fam,Lamassu-Fam,Lamassu-Fam__LmuB_SMC_hypothetical
3PA2F_X0871,Lamassu-Fam,Lamassu-Fam,Lamassu-Fam__LmuB_SMC_hypothetical
2AA3N_23YBC55,Lamassu-Fam,Lamassu-Fam,Lamassu-Fam__LmuB_SMC_hypothetical
5PB3F_24YB21,Lamassu-Fam,Lamassu-Fam,Lamassu-Fam__LmuB_SMC_hypothetical
2PA1N_PN40,Lamassu-Fam,Lamassu-Fam,Lamassu-Fam__LmuB_SMC_hypothetical
4PA2K_X1005,Lamassu-Fam,Lamassu-Fam,Lamassu-Fam__LmuB_SMC_hypothetical
5PB3F_24YB14,Lamassu-Fam,Lamassu-Fam,Lamassu-Fam__LmuB_SMC_hypothetical
5PB3K_24YB66,Lamassu-Fam,Lamassu-Fam,Lamassu-Fam__LmuB_SMC_hypothetical
1PA1N_PN82,Lamassu-Fam,Lamassu-Fam,Lamassu-Fam__LmuB_SMC_hypothetical
3PA2F_X0870,Lamassu-Fam,Lamassu-Fam,Lamassu-Fam__LmuB_SMC_hypothetical
1PA1K_X0284,Lamassu-Fam,Lamassu-Fam,Lamassu-Fam__LmuB_SMC_hypothetical
2PB1N_S1B42,Lamassu-Fam,Lamassu-Fam,Lamassu-Fam__LmuB_SMC_hypothetical
6PA1N_PN28,Lamassu-Fam,Lamassu-Fam,Lamassu-Fam__LmuB_SMC_hypothetical
1PB2C_S1A75,Lamassu-Fam,Lamassu-Fam,Lamassu-Fam__LmuB_SMC_hypothetical
2AA1N_X0231,Lamassu-Fam,Lamassu-Fam,Lamassu-Fam__LmuB_SMC_hypothetical
3PA2F_X0857,Lamassu-Fam,Lamassu-Fam,Lamassu-Fam__LmuB_SMC_hypothetical
4PA2F_X1051,Lamassu-Fam,Lamassu-Fam,Lamassu-Fam__LmuB_SMC_hypothetical
2AA1N_X0518,Lamassu-Fam,Lamassu-Fam,Lamassu-Fam__LmuB_SMC_hypothetical
5PB3K_24YB65,Lamassu-Fam,Lamassu-Fam,Lamassu-Fam__LmuB_SMC_hypothetical
4PA2N_X0967,Lamassu-Fam,Lamassu-Fam,Lamassu-Fam__LmuB_SMC_hypothetical
0CC2K_S1A50,Lamassu-Fam,Lamassu-Fam,Lamassu-Fam__LmuB_SMC_hypothetical
6PA1N_PN31,Lamassu-Fam,Lamassu-Fam,Lamassu-Fam__LmuB_SMC_hypothetical
5PA1K_X1236,Lamassu-Fam,Lamassu-Fam,Lamassu-Fam__LmuB_SMC_hypothetical
3PA2C_X0778,Lamassu-Fam,Lamassu-Fam,Lamassu-Fam__LmuB_SMC_hypothetical
1PB3F_23YAC5,Lamassu-Fam,Lamassu-Fam,Lamassu-Fam__LmuB_SMC_hypothetical
4PA2N_X0965,Lamassu-Fam,Lamassu-Fam,Lamassu-Fam__LmuB_SMC_hypothetical
4AA1N_X1647,Lamassu-Fam,Lamassu-Fam,Lamassu-Fam__LmuB_SMC_hypothetical
1PB2C_S1A76,Lamassu-Fam,Lamassu-Fam,Lamassu-Fam__LmuB_SMC_hypothetical
1PB2C_S1A93,Lamassu-Fam,Lamassu-Fam,Lamassu-Fam__LmuB_SMC_hypothetical
1PA2C_X0928,Lamassu-Fam,Lamassu-Fam,Lamassu-Fam__LmuB_SMC_hypothetical
4PA2F_X1049,Lamassu-Fam,Lamassu-Fam,Lamassu-Fam__LmuB_SMC_hypothetical
2AA1N_X0525,Lamassu-Fam,Lamassu-Fam,Lamassu-Fam__LmuB_SMC_hypothetical
4PA2N_X0962,Lamassu-Fam,Lamassu-Fam,Lamassu-Fam__LmuB_SMC_hypothetical
1PA2C_X0925,Lamassu-Fam,Lamassu-Fam,Lamassu-Fam__LmuB_SMC_hypothetical
0CC1K_S1B01,Lamassu-Fam,Lamassu-Fam,Lamassu-Fam__LmuB_SMC_hypothetical
1PA4C_24YD62,Lamassu-Fam,Lamassu-Fam,Lamassu-Fam__LmuB_SMC_hypothetical
5PA1F_X1145,Lamassu-Fam,Lamassu-Fam,Lamassu-Fam__LmuB_SMC_hypothetical
1PA1F_X0386,Lamassu-Fam,Lamassu-Fam,Lamassu-Fam__LmuB_SMC_hypothetical
4PA2K_X1001,Lamassu-Fam,Lamassu-Fam,Lamassu-Fam__LmuB_SMC_hypothetical
5PA1F_X1129,Lamassu-Fam,Lamassu-Fam,Lamassu-Fam__LmuB_SMC_hypothetical
0CC2K_S1A71,Lamassu-Fam,Lamassu-Fam,Lamassu-Fam__LmuB_SMC_hypothetical
3AB2F_X0701,Lamassu-Fam,Lamassu-Fam,Lamassu-Fam__LmuB_SMC_hypothetical
4PA2F_X1064,Lamassu-Fam,Lamassu-Fam,Lamassu-Fam__LmuB_SMC_hypothetical
5PB3K_24YB69,Lamassu-Fam,Lamassu-Fam,Lamassu-Fam__LmuB_SMC_hypothetical
1PB2F_S1B69,Lamassu-Fam,Lamassu-Fam,Lamassu-Fam__LmuB_SMC_hypothetical
5PA1K_X1234,Lamassu-Fam,Lamassu-Fam,Lamassu-Fam__LmuB_SMC_hypothetical
2PB1N_S1B45,Lamassu-Fam,Lamassu-Fam,Lamassu-Fam__LmuB_SMC_hypothetical
1PA2K_X0812,Lamassu-Fam,Lamassu-Fam,Lamassu-Fam__LmuB_SMC_hypothetical
1PB3C_23YAC17,Lamassu-Fam,Lamassu-Fam,Lamassu-Fam__LmuB_SMC_hypothetical
4PA2F_X1067,Lamassu-Fam,Lamassu-Fam,Lamassu-Fam__LmuB_SMC_hypothetical
1PA4N_24YD37,Lamassu-Fam,Lamassu-Fam,Lamassu-Fam__LmuB_SMC_hypothetical
1PA1F_X0395,Lamassu-Fam,Lamassu-Fam,Lamassu-Fam__LmuB_SMC_hypothetical
1PA2C_X0952,Lamassu-Fam,Lamassu-Fam,Lamassu-Fam__LmuB_SMC_hypothetical
2PA1N_PN36,Lamassu-Fam,Lamassu-Fam,Lamassu-Fam__LmuB_SMC_hypothetical
6PA1N_PN25,Lamassu-Fam,Lamassu-Fam,Lamassu-Fam__LmuB_SMC_hypothetical
4PA2N_X0968,Lamassu-Fam,Lamassu-Fam,Lamassu-Fam__LmuB_SMC_hypothetical
3PA2F_X0850,Lamassu-Fam,Lamassu-Fam,Lamassu-Fam__LmuB_SMC_hypothetical
4PA2N_X0937,Lamassu-Fam,Lamassu-Fam,Lamassu-Fam__LmuB_SMC_hypothetical
4PA2F_X1054,Lamassu-Fam,Lamassu-Fam,Lamassu-Fam__LmuB_SMC_hypothetical
5PB3K_24YB55,Lamassu-Fam,Lamassu-Fam,Lamassu-Fam__LmuB_SMC_hypothetical
4PA2K_X1010,Lamassu-Fam,Lamassu-Fam,Lamassu-Fam__LmuB_SMC_hypothetical
6PA1N_PN15,Lamassu-Fam,Lamassu-Fam,Lamassu-Fam__LmuB_SMC_hypothetical
4PA2K_X1014,Lamassu-Fam,Lamassu-Fam,Lamassu-Fam__LmuB_SMC_hypothetical
5PA1N_X1170,Lamassu-Fam,Lamassu-Fam,Lamassu-Fam__LmuB_SMC_hypothetical
1PA2K_X0818,Lamassu-Fam,Lamassu-Fam,Lamassu-Fam__LmuB_SMC_hypothetical
1PB2C_S1A81,Lamassu-Fam,Lamassu-Fam,Lamassu-Fam__LmuB_SMC_hypothetical
1PA1N_PN69,Lamassu-Fam,Lamassu-Fam,Lamassu-Fam__LmuB_SMC_hypothetical
4PA2C_X1105,Lamassu-Fam,Lamassu-Fam,Lamassu-Fam__LmuB_SMC_hypothetical
6PA1N_PN06,Lamassu-Fam,Lamassu-Fam,Lamassu-Fam__LmuB_SMC_hypothetical
4PA2K_X1006,Lamassu-Fam,Lamassu-Fam,Lamassu-Fam__LmuB_SMC_hypothetical
1PB2N_S1C80,Lamassu-Fam,Lamassu-Fam,Lamassu-Fam__LmuB_SMC_hypothetical
5PB3C_24YB80,Lamassu-Fam,Lamassu-Fam,Lamassu-Fam__LmuB_SMC_hypothetical
3PA2N_X0982,Lamassu-Fam,Lamassu-Fam,Lamassu-Fam__LmuB_SMC_hypothetical
2AA1N_X0528,Lamassu-Fam,Lamassu-Fam,Lamassu-Fam__LmuB_SMC_hypothetical
1PB2F_S1B67,Lamassu-Fam,Lamassu-Fam,Lamassu-Fam__LmuB_SMC_hypothetical
1PA1K_X0279,Lamassu-Fam,Lamassu-Fam,Lamassu-Fam__LmuB_SMC_hypothetical
1PA1K_X0275,Lamassu-Fam,Lamassu-Fam,Lamassu-Fam__LmuB_SMC_hypothetical
1PB2F_S1B71,Lamassu-Fam,Lamassu-Fam,Lamassu-Fam__LmuB_SMC_hypothetical
4PA2K_X1009,Lamassu-Fam,Lamassu-Fam,Lamassu-Fam__LmuB_SMC_hypothetical
3PA2N_X0984,Lamassu-Fam,Lamassu-Fam,Lamassu-Fam__LmuB_SMC_hypothetical
2PB1C_S1D07,Lamassu-Fam,Lamassu-Fam,Lamassu-Fam__LmuB_SMC_hypothetical
2PA1C_X0659,Lamassu-Fam,Lamassu-Fam,Lamassu-Fam__LmuB_SMC_hypothetical
4PA2K_X1007,Lamassu-Fam,Lamassu-Fam,Lamassu-Fam__LmuB_SMC_hypothetical
6PA1N_PN07,Lamassu-Fam,Lamassu-Fam,Lamassu-Fam__LmuB_SMC_hypothetical
5PB3F_24YB20,Lamassu-Fam,Lamassu-Fam,Lamassu-Fam__LmuB_SMC_hypothetical
5PB3F_24YB16,Lamassu-Fam,Lamassu-Fam,Lamassu-Fam__LmuB_SMC_hypothetical
5PA1F_X1135,Lamassu-Fam,Lamassu-Fam,Lamassu-Fam__LmuB_SMC_hypothetical
2PB1N_S1B39,Lamassu-Fam,Lamassu-Fam,Lamassu-Fam__LmuB_SMC_hypothetical
1PA1N_PN90,Lamassu-Fam,Lamassu-Fam,Lamassu-Fam__LmuB_SMC_hypothetical
5PA1F_X1139,Lamassu-Fam,Lamassu-Fam,Lamassu-Fam__LmuB_SMC_hypothetical
1PB2C_S1A89,Lamassu-Fam,Lamassu-Fam,Lamassu-Fam__LmuB_SMC_hypothetical
4PA2C_X1115,Lamassu-Fam,Lamassu-Fam,Lamassu-Fam__LmuB_SMC_hypothetical
5PA1F_X1133,Lamassu-Fam,Lamassu-Fam,Lamassu-Fam__LmuB_SMC_hypothetical
4PA2C_X1123,Lamassu-Fam,Lamassu-Fam,Lamassu-Fam__LmuB_SMC_hypothetical
4PA2N_X0972,Lamassu-Fam,Lamassu-Fam,Lamassu-Fam__LmuB_SMC_hypothetical
4PA2N_X0969,Lamassu-Fam,Lamassu-Fam,Lamassu-Fam__LmuB_SMC_hypothetical
0CC1K_S1B18,Lamassu-Fam,Lamassu-Fam,Lamassu-Fam__LmuB_SMC_hypothetical
2AA3N_9YD25,Lamassu-Fam,Lamassu-Fam,Lamassu-Fam__LmuB_SMC_hypothetical
1PB2N_S1C86,Lamassu-Fam,Lamassu-Fam,Lamassu-Fam__LmuA_effector_hypothetical
3PA2F_X0862,Lamassu-Fam,Lamassu-Fam,Lamassu-Fam__LmuA_effector_hypothetical
5PA1N_X1153,Lamassu-Fam,Lamassu-Fam,Lamassu-Fam__LmuA_effector_hypothetical
1PA1N_PN91,Lamassu-Fam,Lamassu-Fam,Lamassu-Fam__LmuA_effector_hypothetical
2AA1N_X0233,Lamassu-Fam,Lamassu-Fam,Lamassu-Fam__LmuA_effector_hypothetical
2AA1N_X0228,Lamassu-Fam,Lamassu-Fam,Lamassu-Fam__LmuA_effector_hypothetical
1PA4N_24YD25,Lamassu-Fam,Lamassu-Fam,Lamassu-Fam__LmuA_effector_hypothetical
2PA1C_X0641,Lamassu-Fam,Lamassu-Fam,Lamassu-Fam__LmuA_effector_hypothetical
1PA1N_PN88,Lamassu-Fam,Lamassu-Fam,Lamassu-Fam__LmuA_effector_hypothetical
2PA1C_X0650,Lamassu-Fam,Lamassu-Fam,Lamassu-Fam__LmuA_effector_hypothetical
2AA1N_X0227,Lamassu-Fam,Lamassu-Fam,Lamassu-Fam__LmuA_effector_hypothetical
4PA2C_X1121,Lamassu-Fam,Lamassu-Fam,Lamassu-Fam__LmuA_effector_hypothetical
4PA2F_X1059,Lamassu-Fam,Lamassu-Fam,Lamassu-Fam__LmuA_effector_hypothetical
6PA1N_PN26,Lamassu-Fam,Lamassu-Fam,Lamassu-Fam__LmuA_effector_hypothetical
